time flux flux_rms
-88.29192828943997 0.9395248293876648 0.005
-88.20884307433356 0.9395248293876648 0.005
-88.12575785922715 0.9395248293876648 0.005
-88.04267264412076 0.9395248293876648 0.005
-87.95958742901435 0.9395248293876648 0.005
-87.87650221390794 0.9395248293876648 0.005
-87.79341699880153 0.9395248293876648 0.005
-87.71033178369514 0.9395248293876648 0.005
-87.62724656858873 0.9395248293876648 0.005
-87.54416135348232 0.9395248293876648 0.005
-87.46107613837593 0.9395248293876648 0.005
-87.37799092326952 0.9395248293876648 0.005
-87.29490570816311 0.9395248293876648 0.005
-87.2118204930567 0.9395248293876648 0.005
-87.12873527795031 0.9395248293876648 0.005
-87.0456500628439 0.9395248293876648 0.005
-86.9625648477375 0.9395248293876648 0.005
-86.8794796326311 0.9395248293876648 0.005
-86.7963944175247 0.9395248293876648 0.005
-86.71330920241829 0.9395248293876648 0.005
-86.63022398731188 0.9395248293876648 0.005
-86.54713877220549 0.9395248293876648 0.005
-86.46405355709908 0.9395248293876648 0.005
-86.38096834199267 0.9395248293876648 0.005
-86.29788312688626 0.9395248293876648 0.005
-86.21479791177987 0.9395248293876648 0.005
-86.13171269667346 0.9395248293876648 0.005
-86.04862748156705 0.9395248293876648 0.005
-85.96554226646066 0.9395248293876648 0.005
-85.88245705135425 0.9395248293876648 0.005
-85.79937183624784 0.9395248293876648 0.005
-85.71628662114144 0.9395248293876648 0.005
-85.63320140603504 0.9395248293876648 0.005
-85.55011619092863 0.9395248293876648 0.005
-85.46703097582223 0.9395248293876648 0.005
-85.38394576071583 0.9395248293876648 0.005
-85.30086054560942 0.9395248293876648 0.005
-85.21777533050302 0.9395248293876648 0.005
-85.13469011539661 0.9395248293876648 0.005
-85.05160490029022 0.9395248293876648 0.005
-84.96851968518381 0.9395248293876648 0.005
-84.8854344700774 0.9395248293876648 0.005
-84.802349254971 0.9395248293876648 0.005
-84.7192640398646 0.9395248293876648 0.005
-84.63617882475819 0.9395248293876648 0.005
-84.55309360965178 0.9395248293876648 0.005
-84.47000839454539 0.9395248293876648 0.005
-84.38692317943898 0.9395248293876648 0.005
-84.30383796433257 0.9395248293876648 0.005
-84.22075274922616 0.9395248293876648 0.005
-84.13766753411977 0.9395248293876648 0.005
-84.05458231901336 0.9395248293876648 0.005
-83.97149710390696 0.9395248293876648 0.005
-83.88841188880056 0.9395248293876648 0.005
-83.80532667369415 0.9395248293876648 0.005
-83.72224145858775 0.9395248293876648 0.005
-83.63915624348134 0.9395248293876648 0.005
-83.55607102837494 0.9395248293876648 0.005
-83.47298581326854 0.9395248293876648 0.005
-83.38990059816213 0.9395248293876648 0.005
-83.30681538305573 0.9395248293876648 0.005
-83.22373016794933 0.9395248293876648 0.005
-83.14064495284292 0.9395248293876648 0.005
-83.05755973773651 0.9395248293876648 0.005
-82.97447452263012 0.9395248293876648 0.005
-82.89138930752371 0.9395248293876648 0.005
-82.8083040924173 0.9395248293876648 0.005
-82.72521887731091 0.9395248293876648 0.005
-82.6421336622045 0.9395248293876648 0.005
-82.55904844709809 0.9395248293876648 0.005
-82.47596323199168 0.9395248293876648 0.005
-82.39287801688529 0.9395248293876648 0.005
-82.30979280177888 0.9395248293876648 0.005
-82.22670758667248 0.9395248293876648 0.005
-82.14362237156607 0.9395248293876648 0.005
-82.06053715645967 0.9395248293876648 0.005
-81.97745194135327 0.9395248293876648 0.005
-81.89436672624686 0.9395248293876648 0.005
-81.81128151114046 0.9395248293876648 0.005
-81.72819629603406 0.9395248293876648 0.005
-81.64511108092765 0.9395248293876648 0.005
-81.56202586582124 0.9395248293876648 0.005
-81.47894065071485 0.9395248293876648 0.005
-81.39585543560844 0.9395248293876648 0.005
-81.31277022050203 0.9395248293876648 0.005
-81.22968500539564 0.9395248293876648 0.005
-81.14659979028923 0.9395248293876648 0.005
-81.06351457518282 0.9395248293876648 0.005
-80.98042936007641 0.9395248293876648 0.005
-80.89734414497002 0.9395248293876648 0.005
-80.81425892986361 0.9395248293876648 0.005
-80.7311737147572 0.9395248293876648 0.005
-80.64808849965081 0.9395248293876648 0.005
-80.5650032845444 0.9395248293876648 0.005
-80.481918069438 0.9395248293876648 0.005
-80.39883285433159 0.9395248293876648 0.005
-80.3157476392252 0.9395248293876648 0.005
-80.23266242411879 0.9395248293876648 0.005
-80.14957720901238 0.9395248293876648 0.005
-80.06649199390597 0.9395248293876648 0.005
-79.98340677879958 0.9395248293876648 0.005
-79.90032156369317 0.9395248293876648 0.005
-79.81723634858676 0.9395248293876648 0.005
-79.73415113348037 0.9395248293876648 0.005
-79.65106591837396 0.9395248293876648 0.005
-79.56798070326755 0.9395248293876648 0.005
-79.48489548816114 0.9395248293876648 0.005
-79.40181027305475 0.9395248293876648 0.005
-79.31872505794834 0.9395248293876648 0.005
-79.23563984284193 0.9395248293876648 0.005
-79.15255462773554 0.9395248293876648 0.005
-79.06946941262913 0.9395248293876648 0.005
-78.98638419752272 0.9395248293876648 0.005
-78.90329898241632 0.9395248293876648 0.005
-78.82021376730992 0.9395248293876648 0.005
-78.73712855220352 0.9395248293876648 0.005
-78.65404333709711 0.9395248293876648 0.005
-78.57095812199071 0.9395248293876648 0.005
-78.4878729068843 0.9395248293876648 0.005
-78.4047876917779 0.9395248293876648 0.005
-78.32170247667149 0.9395248293876648 0.005
-78.2386172615651 0.9395248293876648 0.005
-78.15553204645869 0.9395248293876648 0.005
-78.07244683135228 0.9395248293876648 0.005
-77.98936161624589 0.9395248293876648 0.005
-77.90627640113948 0.9395248293876648 0.005
-77.82319118603307 0.9395248293876648 0.005
-77.74010597092666 0.9395248293876648 0.005
-77.65702075582027 0.9395248293876648 0.005
-77.57393554071386 0.9395248293876648 0.005
-77.49085032560745 0.9395248293876648 0.005
-77.40776511050105 0.9395248293876648 0.005
-77.32467989539465 0.9395248293876648 0.005
-77.24159468028824 0.9395248293876648 0.005
-77.15850946518184 0.9395248293876648 0.005
-77.07542425007544 0.9395248293876648 0.005
-76.99233903496904 0.9395248293876648 0.005
-76.90925381986263 0.9395248293876648 0.005
-76.82616860475622 0.9395248293876648 0.005
-76.74308338964983 0.9395248293876648 0.005
-76.65999817454342 0.9395248293876648 0.005
-76.57691295943701 0.9395248293876648 0.005
-76.49382774433062 0.9395248293876648 0.005
-76.41074252922421 0.9395248293876648 0.005
-76.3276573141178 0.9395248293876648 0.005
-76.24457209901139 0.9395248293876648 0.005
-76.161486883905 0.9395248293876648 0.005
-76.07840166879859 0.9395248293876648 0.005
-75.99531645369218 0.9395248293876648 0.005
-75.91223123858579 0.9395248293876648 0.005
-75.82914602347938 0.9395248293876648 0.005
-75.74606080837297 0.9395248293876648 0.005
-75.66297559326657 0.9395248293876648 0.005
-75.57989037816017 0.9395248293876648 0.005
-75.49680516305376 0.9395248293876648 0.005
-75.41371994794736 0.9395248293876648 0.005
-75.33063473284095 0.9395248293876648 0.005
-75.24754951773456 0.9395248293876648 0.005
-75.16446430262815 0.9395248293876648 0.005
-75.08137908752174 0.9395248293876648 0.005
-74.99829387241535 0.9395248293876648 0.005
-74.91520865730894 0.9395248293876648 0.005
-74.83212344220253 0.9395248293876648 0.005
-74.74903822709612 0.9395248293876648 0.005
-74.66595301198973 0.9395248293876648 0.005
-74.58286779688332 0.9395248293876648 0.005
-74.49978258177691 0.9395248293876648 0.005
-74.41669736667052 0.9395248293876648 0.005
-74.33361215156411 0.9395248293876648 0.005
-74.2505269364577 0.9395248293876648 0.005
-74.1674417213513 0.9395248293876648 0.005
-74.0843565062449 0.9395248293876648 0.005
-74.0012712911385 0.9395248293876648 0.005
-73.91818607603209 0.9395248293876648 0.005
-73.83510086092569 0.9395248293876648 0.005
-73.75201564581928 0.9395248293876648 0.005
-73.66893043071288 0.9395248293876648 0.005
-73.58584521560647 0.9395248293876648 0.005
-73.50276000050007 0.9395248293876648 0.005
-73.41967478539367 0.9395248293876648 0.005
-73.33658957028726 0.9395248293876648 0.005
-73.25350435518085 0.9395248293876648 0.005
-73.17041914007446 0.9395248293876648 0.005
-73.08733392496805 0.9395248293876648 0.005
-73.00424870986164 0.9395248293876648 0.005
-72.92116349475525 0.9395248293876648 0.005
-72.83807827964884 0.9395248293876648 0.005
-72.75499306454243 0.9395248293876648 0.005
-72.67190784943602 0.9395248293876648 0.005
-72.58882263432963 0.9395248293876648 0.005
-72.50573741922322 0.9395248293876648 0.005
-72.42265220411682 0.9395248293876648 0.005
-72.33956698901042 0.9395248293876648 0.005
-72.25648177390401 0.9395248293876648 0.005
-72.1733965587976 0.9395248293876648 0.005
-72.0903113436912 0.9395248293876648 0.005
-72.0072261285848 0.9395248293876648 0.005
-71.9241409134784 0.9395248293876648 0.005
-71.84105569837199 0.9395248293876648 0.005
-71.7579704832656 0.9395248293876648 0.005
-71.67488526815919 0.9395248293876648 0.005
-71.59180005305278 0.9395248293876648 0.005
-71.50871483794637 0.9395248293876648 0.005
-71.42562962283998 0.9395248293876648 0.005
-71.34254440773357 0.9395248293876648 0.005
-71.25945919262716 0.9395248293876648 0.005
-71.17637397752075 0.9395248293876648 0.005
-71.09328876241436 0.9395248293876648 0.005
-71.01020354730795 0.9395248293876648 0.005
-70.92711833220154 0.9395248293876648 0.005
-70.84403311709515 0.9395248293876648 0.005
-70.76094790198874 0.9395248293876648 0.005
-70.67786268688234 0.9395248293876648 0.005
-70.59477747177593 0.9395248293876648 0.005
-70.51169225666953 0.9395248293876648 0.005
-70.42860704156313 0.9395248293876648 0.005
-70.34552182645672 0.9395248293876648 0.005
-70.26243661135032 0.9395248293876648 0.005
-70.17935139624392 0.9395248293876648 0.005
-70.09626618113751 0.9395248293876648 0.005
-70.0131809660311 0.9395248293876648 0.005
-69.9300957509247 0.9395248293876648 0.005
-69.8470105358183 0.9395248293876648 0.005
-69.76392532071189 0.9395248293876648 0.005
-69.6808401056055 0.9395248293876648 0.005
-69.59775489049909 0.9395248293876648 0.005
-69.51466967539268 0.9395248293876648 0.005
-69.43158446028627 0.9395248293876648 0.005
-69.34849924517988 0.9395248293876648 0.005
-69.26541403007347 0.9395248293876648 0.005
-69.18232881496706 0.9395248293876648 0.005
-69.09924359986066 0.9395248293876648 0.005
-69.01615838475426 0.9395248293876648 0.005
-68.93307316964786 0.9395248293876648 0.005
-68.84998795454145 0.9395248293876648 0.005
-68.76690273943505 0.9395248293876648 0.005
-68.68381752432865 0.9395248293876648 0.005
-68.60073230922224 0.9395248293876648 0.005
-68.51764709411583 0.9395248293876648 0.005
-68.43456187900944 0.9395248293876648 0.005
-68.35147666390303 0.9395248293876648 0.005
-68.26839144879662 0.9395248293876648 0.005
-68.18530623369023 0.9395248293876648 0.005
-68.10222101858382 0.9395248293876648 0.005
-68.01913580347741 0.9395248293876648 0.005
-67.936050588371 0.9395248293876648 0.005
-67.85296537326461 0.9395248293876648 0.005
-67.7698801581582 0.9395248293876648 0.005
-67.6867949430518 0.9395248293876648 0.005
-67.6037097279454 0.9395248293876648 0.005
-67.52062451283899 0.9395248293876648 0.005
-67.43753929773258 0.9395248293876648 0.005
-67.35445408262618 0.9395248293876648 0.005
-67.27136886751978 0.9395248293876648 0.005
-67.18828365241338 0.9395248293876648 0.005
-67.10519843730697 0.9395248293876648 0.005
-67.02211322220056 0.9395248293876648 0.005
-66.93902800709417 0.9395248293876648 0.005
-66.85594279198776 0.9395248293876648 0.005
-66.77285757688135 0.9395248293876648 0.005
-66.68977236177496 0.9395248293876648 0.005
-66.60668714666855 0.9395248293876648 0.005
-66.52360193156214 0.9395248293876648 0.005
-66.44051671645573 0.9395248293876648 0.005
-66.35743150134934 0.9395248293876648 0.005
-66.27434628624293 0.9395248293876648 0.005
-66.19126107113652 0.9395248293876648 0.005
-66.10817585603013 0.9395248293876648 0.005
-66.02509064092372 0.9395248293876648 0.005
-65.94200542581731 0.9395248293876648 0.005
-65.8589202107109 0.9395248293876648 0.005
-65.77583499560451 0.9395248293876648 0.005
-65.6927497804981 0.9395248293876648 0.005
-65.6096645653917 0.9395248293876648 0.005
-65.5265793502853 0.9395248293876648 0.005
-65.4434941351789 0.9395248293876648 0.005
-65.36040892007249 0.9395248293876648 0.005
-65.27732370496608 0.9395248293876648 0.005
-65.19423848985969 0.9395248293876648 0.005
-65.11115327475328 0.9395248293876648 0.005
-65.02806805964687 0.9395248293876648 0.005
-64.94498284454048 0.9395248293876648 0.005
-64.86189762943407 0.9395248293876648 0.005
-64.77881241432766 0.9395248293876648 0.005
-64.69572719922125 0.9395248293876648 0.005
-64.61264198411486 0.9395248293876648 0.005
-64.52955676900845 0.9395248293876648 0.005
-64.44647155390204 0.9395248293876648 0.005
-64.36338633879564 0.9395248293876648 0.005
-64.28030112368924 0.9395248293876648 0.005
-64.19721590858283 0.9395248293876648 0.005
-64.11413069347643 0.9395248293876648 0.005
-64.03104547837003 0.9395248293876648 0.005
-63.947960263263624 0.9395248293876648 0.005
-63.86487504815722 0.9395248293876648 0.005
-63.781789833050816 0.9395248293876648 0.005
-63.69870461794441 0.9395248293876648 0.005
-63.61561940283801 0.9395248293876648 0.005
-63.532534187731606 0.9395248293876648 0.005
-63.4494489726252 0.9395248293876648 0.005
-63.3663637575188 0.9395248293876648 0.005
-63.28327854241239 0.9395248293876648 0.005
-63.20019332730599 0.9395248293876648 0.005
-63.11710811219958 0.9395248293876648 0.005
-63.03402289709318 0.9395248293876648 0.005
-62.95093768198677 0.9395248293876648 0.005
-62.86785246688037 0.9395248293876648 0.005
-62.78476725177397 0.9395248293876648 0.005
-62.70168203666756 0.9395248293876648 0.005
-62.61859682156116 0.9395248293876648 0.005
-62.535511606454754 0.9395248293876648 0.005
-62.452426391348354 0.9395248293876648 0.005
-62.369341176241946 0.9395248293876648 0.005
-62.286255961135545 0.9395248293876648 0.005
-62.203170746029144 0.9395248293876648 0.005
-62.120085530922736 0.9395248293876648 0.005
-62.037000315816336 0.9395248293876648 0.005
-61.95391510070993 0.9395248293876648 0.005
-61.87082988560353 0.9395248293876648 0.005
-61.78774467049712 0.9395248293876648 0.005
-61.70465945539072 0.9395248293876648 0.005
-61.62157424028431 0.9395248293876648 0.005
-61.53848902517791 0.9395248293876648 0.005
-61.45540381007151 0.9395248293876648 0.005
-61.3723185949651 0.9395248293876648 0.005
-61.2892333798587 0.9395248293876648 0.005
-61.20614816475229 0.9395248293876648 0.005
-61.12306294964589 0.9395248293876648 0.005
-61.039977734539484 0.9395248293876648 0.005
-60.95689251943308 0.9395248293876648 0.005
-60.873807304326675 0.9395248293876648 0.005
-60.790722089220274 0.9395248293876648 0.005
-60.707636874113874 0.9395248293876648 0.005
-60.624551659007466 0.9395248293876648 0.005
-60.541466443901065 0.9395248293876648 0.005
-60.45838122879466 0.9395248293876648 0.005
-60.375296013688256 0.9395248293876648 0.005
-60.29221079858185 0.9395248293876648 0.005
-60.20912558347545 0.9395248293876648 0.005
-60.12604036836905 0.9395248293876648 0.005
-60.04295515326264 0.9395248293876648 0.005
-59.95986993815624 0.9395248293876648 0.005
-59.87678472304983 0.9395248293876648 0.005
-59.79369950794343 0.9395248293876648 0.005
-59.71061429283702 0.9395248293876648 0.005
-59.62752907773062 0.9395248293876648 0.005
-59.54444386262421 0.9395248293876648 0.005
-59.46135864751781 0.9395248293876648 0.005
-59.37827343241141 0.9395248293876648 0.005
-59.295188217305004 0.9395248293876648 0.005
-59.2121030021986 0.9395248293876648 0.005
-59.129017787092195 0.9395248293876648 0.005
-59.045932571985794 0.9395248293876648 0.005
-58.96284735687939 0.9395248293876648 0.005
-58.879762141772986 0.9395248293876648 0.005
-58.79667692666658 0.9395248293876648 0.005
-58.71359171156018 0.9395248293876648 0.005
-58.630506496453776 0.9395248293876648 0.005
-58.54742128134737 0.9395248293876648 0.005
-58.46433606624097 0.9395248293876648 0.005
-58.38125085113456 0.9395248293876648 0.005
-58.29816563602816 0.9395248293876648 0.005
-58.21508042092175 0.9395248293876648 0.005
-58.13199520581535 0.9395248293876648 0.005
-58.04890999070895 0.9395248293876648 0.005
-57.96582477560254 0.9395248293876648 0.005
-57.88273956049614 0.9395248293876648 0.005
-57.79965434538973 0.9395248293876648 0.005
-57.71656913028333 0.9395248293876648 0.005
-57.633483915176924 0.9395248293876648 0.005
-57.550398700070524 0.9395248293876648 0.005
-57.467313484964116 0.9395248293876648 0.005
-57.384228269857715 0.9395248293876648 0.005
-57.301143054751314 0.9395248293876648 0.005
-57.218057839644906 0.9395248293876648 0.005
-57.134972624538506 0.9395248293876648 0.005
-57.0518874094321 0.9395248293876648 0.005
-56.9688021943257 0.9395248293876648 0.005
-56.88571697921929 0.9395248293876648 0.005
-56.80263176411289 0.9395248293876648 0.005
-56.71954654900649 0.9395248293876648 0.005
-56.63646133390008 0.9395248293876648 0.005
-56.55337611879368 0.9395248293876648 0.005
-56.47029090368727 0.9395248293876648 0.005
-56.38720568858087 0.9395248293876648 0.005
-56.30412047347446 0.9395248293876648 0.005
-56.22103525836806 0.9395248293876648 0.005
-56.137950043261654 0.9395248293876648 0.005
-56.05486482815525 0.9395248293876648 0.005
-55.97177961304885 0.9395248293876648 0.005
-55.888694397942444 0.9395248293876648 0.005
-55.805609182836044 0.9395248293876648 0.005
-55.722523967729636 0.9395248293876648 0.005
-55.639438752623235 0.9395248293876648 0.005
-55.55635353751683 0.9395248293876648 0.005
-55.473268322410426 0.9395248293876648 0.005
-55.39018310730402 0.9395248293876648 0.005
-55.30709789219762 0.9395248293876648 0.005
-55.22401267709122 0.9395248293876648 0.005
-55.14092746198481 0.9395248293876648 0.005
-55.05784224687841 0.9395248293876648 0.005
-54.974757031772 0.9395248293876648 0.005
-54.8916718166656 0.9395248293876648 0.005
-54.80858660155919 0.9395248293876648 0.005
-54.72550138645279 0.9395248293876648 0.005
-54.64241617134639 0.9395248293876648 0.005
-54.55933095623998 0.9395248293876648 0.005
-54.47624574113358 0.9395248293876648 0.005
-54.393160526027174 0.9395248293876648 0.005
-54.31007531092077 0.9395248293876648 0.005
-54.226990095814365 0.9395248293876648 0.005
-54.143904880707964 0.9395248293876648 0.005
-54.06081966560156 0.9395248293876648 0.005
-53.977734450495156 0.9395248293876648 0.005
-53.894649235388755 0.9395248293876648 0.005
-53.81156402028235 0.9395248293876648 0.005
-53.728478805175946 0.9395248293876648 0.005
-53.64539359006954 0.9395248293876648 0.005
-53.56230837496314 0.9395248293876648 0.005
-53.47922315985673 0.9395248293876648 0.005
-53.39613794475033 0.9395248293876648 0.005
-53.31305272964392 0.9395248293876648 0.005
-53.22996751453752 0.9395248293876648 0.005
-53.14688229943112 0.9395248293876648 0.005
-53.06379708432471 0.9395248293876648 0.005
-52.98071186921831 0.9395248293876648 0.005
-52.8976266541119 0.9395248293876648 0.005
-52.8145414390055 0.9395248293876648 0.005
-52.731456223899094 0.9395248293876648 0.005
-52.648371008792694 0.9395248293876648 0.005
-52.56528579368629 0.9395248293876648 0.005
-52.482200578579885 0.9395248293876648 0.005
-52.399115363473484 0.9395248293876648 0.005
-52.316030148367076 0.9395248293876648 0.005
-52.232944933260676 0.9395248293876648 0.005
-52.14985971815427 0.9395248293876648 0.005
-52.06677450304787 0.9395248293876648 0.005
-51.98368928794146 0.9395248293876648 0.005
-51.90060407283506 0.9395248293876648 0.005
-51.81751885772866 0.9395248293876648 0.005
-51.73443364262225 0.9395248293876648 0.005
-51.65134842751585 0.9395248293876648 0.005
-51.56826321240944 0.9395248293876648 0.005
-51.48517799730304 0.9395248293876648 0.005
-51.40209278219663 0.9395248293876648 0.005
-51.31900756709023 0.9395248293876648 0.005
-51.23592235198383 0.9395248293876648 0.005
-51.15283713687742 0.9395248293876648 0.005
-51.06975192177102 0.9395248293876648 0.005
-50.986666706664614 0.9395248293876648 0.005
-50.903581491558214 0.9395248293876648 0.005
-50.820496276451806 0.9395248293876648 0.005
-50.737411061345405 0.9395248293876648 0.005
-50.654325846239 0.9395248293876648 0.005
-50.571240631132596 0.9395248293876648 0.005
-50.488155416026196 0.9395248293876648 0.005
-50.40507020091979 0.9395248293876648 0.005
-50.32198498581339 0.9395248293876648 0.005
-50.23889977070698 0.9395248293876648 0.005
-50.15581455560058 0.9395248293876648 0.005
-50.07272934049417 0.9395248293876648 0.005
-49.98964412538777 0.9395248293876648 0.005
-49.90655891028136 0.9395248293876648 0.005
-49.82347369517496 0.9395248293876648 0.005
-49.74038848006856 0.9395248293876648 0.005
-49.65730326496215 0.9395248293876648 0.005
-49.57421804985575 0.9395248293876648 0.005
-49.491132834749344 0.9395248293876648 0.005
-49.40804761964294 0.9395248293876648 0.005
-49.324962404536535 0.9395248293876648 0.005
-49.241877189430134 0.9395248293876648 0.005
-49.158791974323734 0.9395248293876648 0.005
-49.075706759217326 0.9395248293876648 0.005
-48.992621544110925 0.9395248293876648 0.005
-48.90953632900452 0.9395248293876648 0.005
-48.826451113898116 0.9395248293876648 0.005
-48.74336589879171 0.9395248293876648 0.005
-48.66028068368531 0.9395248293876648 0.005
-48.5771954685789 0.9395248293876648 0.005
-48.4941102534725 0.9395248293876648 0.005
-48.4110250383661 0.9395248293876648 0.005
-48.32793982325969 0.9395248293876648 0.005
-48.24485460815329 0.9395248293876648 0.005
-48.16176939304688 0.9395248293876648 0.005
-48.07868417794048 0.9395248293876648 0.005
-47.99559896283407 0.9395248293876648 0.005
-47.91251374772767 0.9395248293876648 0.005
-47.829428532621264 0.9395248293876648 0.005
-47.746343317514864 0.9395248293876648 0.005
-47.66325810240846 0.9395248293876648 0.005
-47.580172887302055 0.9395248293876648 0.005
-47.497087672195654 0.9395248293876648 0.005
-47.414002457089246 0.9395248293876648 0.005
-47.330917241982846 0.9395248293876648 0.005
-47.24783202687644 0.9395248293876648 0.005
-47.16474681177004 0.9395248293876648 0.005
-47.081661596663636 0.9395248293876648 0.005
-46.99857638155723 0.9395248293876648 0.005
-46.91549116645083 0.9395248293876648 0.005
-46.83240595134442 0.9395248293876648 0.005
-46.74932073623802 0.9395248293876648 0.005
-46.66623552113161 0.9395248293876648 0.005
-46.58315030602521 0.9395248293876648 0.005
-46.5000650909188 0.9395248293876648 0.005
-46.4169798758124 0.9395248293876648 0.005
-46.333894660706 0.9395248293876648 0.005
-46.25080944559959 0.9395248293876648 0.005
-46.16772423049319 0.9395248293876648 0.005
-46.084639015386784 0.9395248293876648 0.005
-46.001553800280384 0.9395248293876648 0.005
-45.918468585173976 0.9395248293876648 0.005
-45.835383370067575 0.9395248293876648 0.005
-45.75229815496117 0.9395248293876648 0.005
-45.669212939854766 0.9395248293876648 0.005
-45.586127724748366 0.9395248293876648 0.005
-45.50304250964196 0.9395248293876648 0.005
-45.41995729453556 0.9395248293876648 0.005
-45.33687207942915 0.9395248293876648 0.005
-45.25378686432275 0.9395248293876648 0.005
-45.17070164921634 0.9395248293876648 0.005
-45.08761643410994 0.9395248293876648 0.005
-45.00453121900354 0.9395248293876648 0.005
-44.92144600389713 0.9395248293876648 0.005
-44.83836078879073 0.9395248293876648 0.005
-44.75527557368432 0.9395248293876648 0.005
-44.67219035857792 0.9395248293876648 0.005
-44.589105143471514 0.9395248293876648 0.005
-44.50601992836511 0.9395248293876648 0.005
-44.422934713258705 0.9395248293876648 0.005
-44.339849498152304 0.9395248293876648 0.005
-44.256764283045904 0.9395248293876648 0.005
-44.173679067939496 0.9395248293876648 0.005
-44.090593852833095 0.9395248293876648 0.005
-44.00750863772669 0.9395248293876648 0.005
-43.924423422620286 0.9395248293876648 0.005
-43.84133820751388 0.9395248293876648 0.005
-43.75825299240748 0.9395248293876648 0.005
-43.67516777730108 0.9395248293876648 0.005
-43.59208256219467 0.9395248293876648 0.005
-43.50899734708827 0.9395248293876648 0.005
-43.42591213198186 0.9395248293876648 0.005
-43.34282691687546 0.9395248293876648 0.005
-43.25974170176905 0.9395248293876648 0.005
-43.17665648666265 0.9395248293876648 0.005
-43.09357127155624 0.9395248293876648 0.005
-43.01048605644984 0.9395248293876648 0.005
-42.92740084134344 0.9395248293876648 0.005
-42.844315626237034 0.9395248293876648 0.005
-42.76123041113063 0.9395248293876648 0.005
-42.678145196024225 0.9395248293876648 0.005
-42.595059980917824 0.9395248293876648 0.005
-42.511974765811416 0.9395248293876648 0.005
-42.428889550705016 0.9395248293876648 0.005
-42.34580433559861 0.9395248293876648 0.005
-42.26271912049221 0.9395248293876648 0.005
-42.179633905385806 0.9395248293876648 0.005
-42.0965486902794 0.9395248293876648 0.005
-42.013463475173 0.9395248293876648 0.005
-41.93037826006659 0.9395248293876648 0.005
-41.84729304496019 0.9395248293876648 0.005
-41.76420782985378 0.9395248293876648 0.005
-41.68112261474738 0.9395248293876648 0.005
-41.59803739964098 0.9395248293876648 0.005
-41.51495218453457 0.9395248293876648 0.005
-41.43186696942817 0.9395248293876648 0.005
-41.34878175432176 0.9395248293876648 0.005
-41.26569653921536 0.9395248293876648 0.005
-41.182611324108954 0.9395248293876648 0.005
-41.099526109002554 0.9395248293876648 0.005
-41.016440893896146 0.9395248293876648 0.005
-40.933355678789745 0.9395248293876648 0.005
-40.850270463683344 0.9395248293876648 0.005
-40.767185248576936 0.9395248293876648 0.005
-40.684100033470536 0.9395248293876648 0.005
-40.60101481836413 0.9395248293876648 0.005
-40.51792960325773 0.9395248293876648 0.005
-40.43484438815132 0.9395248293876648 0.005
-40.35175917304492 0.9395248293876648 0.005
-40.26867395793851 0.9395248293876648 0.005
-40.18558874283211 0.9395248293876648 0.005
-40.10250352772571 0.9395248293876648 0.005
-40.0194183126193 0.9395248293876648 0.005
-39.9363330975129 0.9395248293876648 0.005
-39.85324788240649 0.9395248293876648 0.005
-39.77016266730009 0.9395248293876648 0.005
-39.687077452193684 0.9395248293876648 0.005
-39.60399223708728 0.9395248293876648 0.005
-39.52090702198088 0.9395248293876648 0.005
-39.437821806874474 0.9395248293876648 0.005
-39.354736591768074 0.9395248293876648 0.005
-39.271651376661666 0.9395248293876648 0.005
-39.188566161555265 0.9395248293876648 0.005
-39.10548094644886 0.9395248293876648 0.005
-39.022395731342456 0.9395248293876648 0.005
-38.93931051623605 0.9395248293876648 0.005
-38.85622530112965 0.9395248293876648 0.005
-38.77314008602325 0.9395248293876648 0.005
-38.69005487091684 0.9395248293876648 0.005
-38.60696965581044 0.9395248293876648 0.005
-38.52388444070403 0.9395248293876648 0.005
-38.44079922559763 0.9395248293876648 0.005
-38.35771401049122 0.9395248293876648 0.005
-38.27462879538482 0.9395248293876648 0.005
-38.19154358027842 0.9395248293876648 0.005
-38.10845836517201 0.9395248293876648 0.005
-38.02537315006561 0.9395248293876648 0.005
-37.942287934959204 0.9395248293876648 0.005
-37.8592027198528 0.9395248293876648 0.005
-37.776117504746395 0.9395248293876648 0.005
-37.693032289639994 0.9395248293876648 0.005
-37.609947074533586 0.9395248293876648 0.005
-37.526861859427186 0.9395248293876648 0.005
-37.443776644320785 0.9395248293876648 0.005
-37.36069142921438 0.9395248293876648 0.005
-37.277606214107976 0.9395248293876648 0.005
-37.19452099900157 0.9395248293876648 0.005
-37.11143578389517 0.9395248293876648 0.005
-37.02835056878876 0.9395248293876648 0.005
-36.94526535368236 0.9395248293876648 0.005
-36.86218013857595 0.9395248293876648 0.005
-36.77909492346955 0.9395248293876648 0.005
-36.69600970836315 0.9395248293876648 0.005
-36.61292449325674 0.9395248293876648 0.005
-36.52983927815034 0.9395248293876648 0.005
-36.44675406304393 0.9395248293876648 0.005
-36.36366884793753 0.9395248293876648 0.005
-36.280583632831124 0.9395248293876648 0.005
-36.197498417724724 0.9395248293876648 0.005
-36.11441320261832 0.9395248293876648 0.005
-36.031327987511915 0.9395248293876648 0.005
-35.948242772405514 0.9395248293876648 0.005
-35.865157557299106 0.9395248293876648 0.005
-35.782072342192706 0.9395248293876648 0.005
-35.6989871270863 0.9395248293876648 0.005
-35.6159019119799 0.9395248293876648 0.005
-35.53281669687349 0.9395248293876648 0.005
